,price
9915,9612
9916,415
9917,6512
9918,2514
9919,3696
9920,10553
9921,2513
9922,833
9923,3770
9924,16694
9925,1574
9926,3070
9927,589
9928,3167
9929,17068
9930,7950
9931,1422
9932,1065
9933,1008
9934,816
9935,13320
9936,3500
9937,4753
9938,984
9939,1107
9940,12499
9941,1971
9942,5759
9943,2007
9944,480
9945,507
9946,854
9947,886
9948,12978
9949,4678
9950,3800
9951,11613
9952,1081
9953,11019
9954,4719
9955,777
9956,4586
9957,698
9958,1011
9959,6618
9960,8456
9961,770
9962,554
9963,1116
9964,2131
9965,579
9966,1295
9967,13622
9968,4157
9969,7338
9970,2912
9971,3665
9972,2441
9973,8348
9974,5939
9975,14502
9976,784
9977,921
9978,5125
9979,2005
9980,1013
9981,6680
9982,6546
9983,8962
9984,2198
9985,791
9986,2440
9987,3922
9988,4182
9989,1061
9990,2764
9991,1949
9992,1364
9993,2695
9994,851
9995,882
9996,7785
9997,2752
9998,5822
9999,950
10000,696
10001,2956
10002,14847
10003,945
10004,871
10005,18023
10006,5125
10007,1320
10008,4398
10009,4521
10010,625
10011,5050
10012,4661
10013,10580
10014,7272
10015,628
10016,7768
10017,561
10018,1040
10019,666
10020,2964
10021,4467
10022,5429
10023,1861
10024,4507
10025,7366
10026,1715
10027,2308
10028,916
10029,4455
10030,1039
10031,17010
10032,4324
10033,18700
10034,2184
10035,2900
10036,936
10037,4443
10038,4080
10039,1587
10040,15100
10041,2352
10042,18729
10043,2111
10044,5259
10045,2171
10046,5236
10047,720
10048,8196
10049,3001
10050,3151
10051,709
10052,1846
10053,2266
10054,1621
10055,3420
10056,530
10057,2553
10058,2741
10059,992
10060,984
10061,1138
10062,1033
10063,1096
10064,15594
10065,1122
10066,624
10067,10392
10068,6441
10069,2529
10070,1826
10071,15649
10072,698
10073,625
10074,2386
10075,10644
10076,8645
10077,2826
10078,925
10079,630
10080,544
10081,1369
10082,3095
10083,715
10084,3924
10085,409
10086,10907
10087,12407
10088,911
10089,6777
10090,625
10091,505
10092,1125
10093,3634
10094,814
10095,5908
10096,1581
10097,4480
10098,754
10099,2450
10100,1192
10101,2298
10102,4303
10103,6290
10104,1356
10105,5678
10106,1155
10107,2511
10108,891
10109,15646
10110,3844
10111,666
10112,752
10113,7738
10114,812
10115,13598
10116,8257
10117,2100
10118,945
10119,4198
10120,1243
10121,911
10122,12141
10123,863
10124,1075
10125,4668
10126,2103
10127,1846
10128,1762
10129,5220
10130,771
10131,709
10132,3638
10133,1310
10134,1675
10135,1026
10136,1140
10137,3150
10138,698
10139,7540
10140,505
10141,573
10142,1819
10143,4327
10144,3633
10145,485
10146,401
10147,3880
10148,713
10149,732
10150,2239
10151,2090
10152,4370
10153,434
10154,490
10155,4798
10156,1819
10157,709
10158,3071
10159,1066
10160,4543
10161,11867
10162,696
10163,5198
10164,696
10165,828
10166,3689
10167,776
10168,3952
10169,3275
10170,1927
10171,16506
10172,1793
10173,14556
10174,8270
10175,12840
10176,1748
10177,6677
10178,11975
10179,1153
10180,608
10181,5473
10182,645
10183,1941
10184,2618
10185,1786
10186,3062
10187,2100
10188,754
10189,810
10190,7723
10191,3146
10192,4355
10193,8683
10194,8889
10195,4011
10196,1381
10197,1066
10198,2096
10199,13289
10200,3858
10201,1623
10202,614
10203,694
10204,2604
10205,6960
10206,707
10207,1105
10208,2141
10209,449
10210,6301
10211,938
10212,921
10213,5947
10214,776
10215,5484
10216,4765
10217,6451
10218,13355
10219,5273
10220,631
10221,2329
10222,7665
10223,3183
10224,1674
10225,17042
10226,628
10227,1605
10228,1902
10229,8924
10230,5938
10231,4395
10232,460
10233,1181
10234,789
10235,2913
10236,855
10237,2121
10238,4796
10239,6047
10240,1145
10241,16287
10242,979
10243,972
10244,565
10245,1264
10246,608
10247,7443
10248,13846
10249,1548
10250,775
10251,12541
10252,995
10253,5163
10254,1292
10255,3048
10256,1635
10257,16427
10258,4951
10259,3326
10260,11153
10261,3909
10262,9955
10263,911
10264,2083
10265,614
10266,1800
10267,15398
10268,3235
10269,4619
10270,646
10271,5078
10272,991
10273,2162
10274,876
10275,11897
10276,2068
10277,1783
10278,3039
10279,2761
10280,5502
10281,13120
10282,6958
10283,2586
10284,956
10285,691
10286,2052
10287,10053
10288,1077
10289,2330
10290,954
10291,4086
10292,9705
10293,597
10294,789
10295,9173
10296,5010
10297,544
10298,4443
10299,3607
10300,1889
10301,4685
10302,10357
10303,3780
10304,10949
10305,17932
10306,596
10307,11330
10308,14859
10309,2453
10310,9901
10311,5250
10312,975
10313,641
10314,6077
10315,5577
10316,9399
10317,1656
10318,4691
10319,2317
10320,7203
10321,18481
10322,1607
10323,2838
10324,622
10325,2252
10326,2048
10327,540
10328,1605
10329,2048
10330,982
10331,1053
10332,667
10333,545
10334,730
10335,1712
10336,2973
10337,2821
10338,4586
10339,1141
10340,1607
10341,6237
10342,1192
10343,959
10344,577
10345,3011
10346,1377
10347,5544
10348,5191
10349,1629
10350,11437
10351,6597
10352,14592
10353,5556
10354,745
10355,1228
10356,6166
10357,3977
10358,684
10359,642
10360,687
10361,959
10362,4660
10363,827
10364,628
10365,1199
10366,1638
10367,2323
10368,15808
10369,13508
10370,508
10371,13919
10372,2765
10373,624
10374,3862
10375,1415
10376,3951
10377,6606
10378,12573
10379,3294
10380,3334
10381,2846
10382,1142
10383,2885
10384,5446
10385,13714
10386,1728
10387,11214
10388,1312
10389,15708
10390,13720
10391,417
10392,4813
10393,1915
10394,2840
10395,1067
10396,666
10397,13945
10398,1676
10399,506
10400,1008
10401,749
10402,7319
10403,4537
10404,8057
10405,1056
10406,5795
10407,942
10408,2821
10409,8555
10410,1035
10411,1289
10412,2010
10413,1554
10414,2482
10415,5919
10416,686
10417,6785
10418,684
10419,1985
10420,1265
10421,4125
10422,4496
10423,8752
10424,18128
10425,7235
10426,2250
10427,9774
10428,4443
10429,2573
10430,16280
10431,923
10432,8722
10433,1858
10434,4687
10435,489
10436,680
10437,7262
10438,4422
10439,1067
10440,2839
10441,4350
10442,2501
10443,813
10444,3079
10445,8467
10446,5606
10447,1176
10448,1080
10449,4303
10450,3472
10451,1141
10452,720
10453,4115
10454,10093
10455,7934
10456,3763
10457,680
10458,566
10459,12378
10460,1264
10461,1286
10462,10023
10463,4989
10464,3916
10465,1031
10466,1052
10467,456
10468,3504
10469,3953
10470,686
10471,4832
10472,1841
10473,580
10474,6944
10475,3011
10476,1830
10477,4665
10478,838
10479,710
10480,2944
10481,687
10482,3706
10483,677
10484,625
10485,15675
10486,6542
10487,671
10488,2268
10489,3082
10490,10453
10491,8214
10492,4598
10493,8039
10494,5373
10495,3394
10496,756
10497,2263
10498,521
10499,593
10500,7769
10501,1221
10502,6289
10503,707
10504,1243
10505,702
10506,4605
10507,3525
10508,6713
10509,1084
10510,1179
10511,1132
10512,16499
10513,505
10514,4211
10515,720
10516,1439
10517,4683
10518,10221
10519,2607
10520,4592
10521,576
10522,939
10523,7964
10524,2321
10525,1031
10526,5731
10527,5967
10528,432
10529,732
10530,6787
10531,15797
10532,1781
10533,1219
10534,363
10535,4256
10536,3872
10537,486
10538,3511
10539,1279
10540,887
10541,4341
10542,16100
10543,805
10544,2940
10545,1843
10546,3385
10547,627
10548,670
10549,714
10550,9435
10551,13500
10552,725
10553,2816
10554,982
10555,3118
10556,4241
10557,4093
10558,15651
10559,5051
10560,928
10561,8099
10562,1753
10563,507
10564,13669
10565,5163
10566,2780
10567,11596
10568,884
10569,1728
10570,756
10571,923
10572,2939
10573,6912
10574,11520
10575,6015
10576,14717
10577,561
10578,12061
10579,2854
10580,1061
10581,6976
10582,10090
10583,7150
10584,17267
10585,4948
10586,906
10587,4836
10588,1272
10589,8454
10590,911
10591,2329
10592,393
10593,5980
10594,720
10595,504
10596,16562
10597,921
10598,7737
10599,2443
10600,1982
10601,784
10602,1439
10603,9547
10604,700
10605,10335
10606,12907
10607,1155
10608,571
10609,633
10610,4739
10611,1438
10612,3195
10613,9642
10614,666
10615,1409
10616,1550
10617,7056
10618,11162
10619,1179
10620,17265
10621,690
10622,14715
10623,4004
10624,337
10625,2360
10626,6116
10627,2860
10628,1586
10629,526
10630,1968
10631,684
10632,2184
10633,11257
10634,2743
10635,839
10636,1429
10637,1313
10638,2278
10639,3230
10640,6570
10641,1635
10642,430
10643,1822
10644,1764
10645,2846
10646,1356
10647,2804
10648,507
10649,652
10650,657
10651,972
10652,4296
10653,1875
10654,6362
10655,16465
10656,596
10657,362
10658,791
10659,432
10660,6793
10661,630
10662,2309
10663,877
10664,2352
10665,4053
10666,8869
10667,9377
10668,2066
10669,4937
10670,3622
10671,995
10672,5951
10673,4798
10674,842
10675,17825
10676,5469
10677,5794
10678,863
10679,7672
10680,3853
10681,2535
10682,1300
10683,1787
10684,863
10685,18026
10686,2200
10687,395
10688,13595
10689,2184
10690,11405
10691,450
10692,504
10693,2147
10694,2859
10695,2133
10696,11703
10697,6922
10698,1427
10699,2774
10700,544
10701,10317
10702,608
10703,4443
10704,1664
10705,422
10706,14735
10707,7275
10708,2574
10709,11104
10710,8001
10711,17323
10712,3622
10713,904
10714,7389
10715,2460
10716,11382
10717,2993
10718,5411
10719,1624
10720,608
10721,4925
10722,1875
10723,2264
10724,1027
10725,549
10726,720
10727,803
10728,686
10729,1000
10730,4484
10731,1264
10732,4191
10733,1042
10734,5457
10735,722
10736,802
10737,3443
10738,487
10739,1814
10740,2319
10741,1787
10742,4543
10743,720
10744,8796
10745,6262
10746,6612
10747,1721
10748,13880
10749,1951
10750,1755
10751,2529
10752,2066
10753,706
10754,706
10755,16582
10756,1320
10757,7666
10758,450
10759,3734
10760,3234
10761,5451
10762,4264
10763,3263
10764,842
10765,10462
10766,6221
10767,5768
10768,10313
10769,2756
10770,8680
10771,1798
10772,11248
10773,1031
10774,449
10775,9444
10776,612
10777,5701
10778,2789
10779,3353
10780,789
10781,737
10782,680
10783,645
10784,1052
10785,2300
10786,642
10787,2370
10788,2467
10789,982
10790,8770
10791,2422
10792,6070
10793,1613
10794,393
10795,928
10796,552
10797,1179
10798,2202
10799,5724
10800,2534
10801,952
10802,7904
10803,4861
10804,1307
10805,596
10806,4255
10807,7128
10808,1424
10809,8321
10810,8149
10811,591
10812,1033
10813,6465
10814,518
10815,945
10816,9954
10817,1698
10818,16483
10819,789
10820,5759
10821,3285
10822,504
10823,5555
10824,447
10825,6613
10826,954
10827,5245
10828,570
10829,7303
10830,710
10831,8910
10832,16914
10833,2176
10834,7966
10835,11189
10836,8904
10837,1733
10838,4059
10839,365
10840,4374
10841,608
10842,7623
10843,1041
10844,10011
10845,5519
10846,613
10847,737
10848,4172
10849,3679
10850,12547
10851,737
10852,914
10853,1743
10854,942
10855,1196
10856,4564
10857,1290
10858,4381
10859,6532
10860,1235
10861,5531
10862,931
10863,11834
10864,751
10865,5820
10866,2385
10867,1068
10868,3423
10869,6401
10870,982
10871,4155
10872,3235
10873,13229
10874,5192
10875,12587
10876,608
10877,4871
10878,7654
10879,499
10880,8843
10881,5367
10882,12821
10883,2612
10884,798
10885,13823
10886,2302
10887,1811
10888,8311
10889,1838
10890,4877
10891,3923
10892,1981
10893,5602
10894,629
10895,4014
10896,15053
10897,3497
10898,732
10899,4372
10900,4864
10901,1013
10902,612
10903,1397
10904,10485
10905,5075
10906,485
10907,609
10908,732
10909,4759
10910,3388
10911,16369
10912,3002
10913,9850
10914,1781
10915,1349
10916,491
10917,832
10918,591
10919,2396
10920,1052
10921,3461
10922,583
10923,1698
10924,1793
10925,2538
10926,2170
10927,2478
10928,1125
10929,7714
10930,446
10931,8736
10932,7980
10933,2965
10934,1083
10935,530
10936,587
10937,5411
10938,15497
10939,1107
10940,5531
10941,3682
10942,12196
10943,6249
10944,1237
10945,434
10946,525
10947,13445
10948,918
10949,453
10950,10669
10951,2001
10952,4778
10953,3134
10954,1008
10955,1002
10956,1633
10957,8324
10958,2760
10959,660
10960,1107
10961,4032
10962,2637
10963,4991
10964,2326
10965,3267
10966,874
10967,4469
10968,442
10969,911
10970,4077
10972,874
10973,2869
10974,2250
10975,945
10976,7399
10977,902
10978,1923
10979,6988
10980,765
10981,5290
10982,1215
10983,8110
10984,14445
10985,730
10986,2278
10987,2686
10988,11118
10989,936
10990,2293
10991,5484
10992,1865
10993,631
10994,561
10995,4202
10996,6871
10997,5664
10998,2185
10999,6317
11000,787
11001,6822
11002,1044
11003,12549
11004,10341
11005,11631
11006,10924
11007,3677
11008,5686
11009,12944
11010,17153
11011,516
11012,1839
11013,1014
11014,7094
11015,2372
11016,9891
11017,3121
11018,4077
11019,5812
11020,864
11021,18572
11022,6070
11023,6797
11024,3542
11025,817
11026,3863
11027,7144
11028,2189
11029,4627
11030,473
11031,5291
11032,16392
11033,4129
11034,12948
11035,1151
11036,5581
11037,3425
11038,477
11039,1615
11040,4685
11041,773
11042,979
11043,4966
11044,15110
11045,4502
11046,862
11047,6274
11048,3080
11049,2018
11050,1291
11051,5124
11052,726
11053,1740
11054,625
11055,2012
11056,4227
11057,4764
11058,1354
11059,3149
11060,5199
11061,658
11062,569
11063,718
11064,605
11065,1762
11066,8990
11067,1436
11068,854
11069,1187
11070,4093
11071,5918
11072,7745
11073,9845
11074,984
11075,13938
11076,17108
11077,12207
11078,3417
11079,1570
11080,12206
11081,7291
11082,992
11083,645
11084,4846
11085,709
11086,13726
11087,6261
11088,929
11089,4740
11090,4484
11091,707
11092,5684
11093,945
11094,3376
11095,1294
11096,3989
11097,6794
11098,6397
11099,1040
11100,3180
11101,6159
11102,725
11103,17892
11104,2076
11105,776
11106,1819
11107,7393
11108,2028
11109,2624
11110,600
11111,11220
11112,5364
11113,18120
11114,2787
11115,17591
11116,1446
11117,2357
11118,1090
11119,710
11120,18172
11121,3428
11122,687
11123,1043
11124,4452
11125,464
11126,3932
11127,5714
11128,705
11129,12237
11130,1580
11131,544
11132,3519
11133,587
11134,1432
11135,608
11136,2743
11137,2855
11138,3731
11139,702
11140,1232
11141,657
11142,2430
11143,537
11144,906
11145,2612
11146,1053
11147,689
11148,3254
11149,2335
11150,2188
11151,712
11152,10646
11153,2508
11154,917
11155,702
11156,3775
11157,1240
11158,1338
11159,2723
11160,1203
11161,421
11162,1073
11163,7413
11164,816
11165,1650
11166,2398
11167,11355
11168,1814
11169,1889
11170,2018
11171,4890
11172,818
11173,4029
11174,12680
11175,8165
11176,1776
11177,5240
11178,557
11179,2029
11180,4732
11181,628
11182,628
11183,1963
11184,1727
11185,10567
11186,694
11187,8688
11188,18500
11189,4449
11190,9718
11191,1351
11192,2780
11193,3314
11194,848
11195,1076
11196,1263
11197,6933
11198,2058
11199,1709
11200,3251
11201,4434
11202,3298
11203,2405
11204,3105
11205,5759
11206,2622
11207,819
11208,5156
11209,3981
11210,888
11211,624
11212,10377
11213,2744
11214,1211
11215,1406
11216,5778
11217,2196
11218,1200
11219,952
11220,3321
11221,2391
11222,630
11223,5411
11224,4498
11225,9542
11226,746
11227,1367
11228,2513
11229,5534
11230,6843
11231,8110
11232,1781
11233,891
11234,5266
11235,491
11236,1618
11237,932
11238,6738
11239,852
11240,929
11241,13113
11242,544
11243,5551
11244,3210
11245,4291
11246,1170
11247,1441
11248,587
11249,776
11250,1821
11251,732
11252,7162
11253,3028
11254,1715
11255,5062
11256,9295
11257,1192
11258,8555
11259,1692
11260,4106
11261,12787
11262,720
11263,11589
11264,3464
11265,3081
11266,605
11267,855
11268,844
11269,13653
11270,2808
11271,15983
11272,8974
11273,5714
11274,788
11275,568
11276,3730
11277,6056
11278,6223
11279,1397
11280,1232
11281,4197
11282,1020
11283,6317
11284,3482
11285,876
11286,8543
11287,9856
11288,814
11289,657
11290,1054
11291,470
11292,10711
11293,698
11294,4146
11295,969
11296,15949
11297,633
11298,675
11299,948
11300,14687
11301,6124
11302,1060
11303,6621
11304,12066
11305,935
11306,928
11307,4503
11308,613
11309,1061
11310,4692
11311,2812
11312,4404
11313,1806
11314,2699
11315,5226
11316,4242
11317,2652
11318,1649
11319,3402
11320,6652
11321,13965
11322,5219
11323,3451
11324,1791
11325,4158
11326,5223
11327,2874
11328,1656
11329,5538
11330,7903
11331,786
11332,736
11333,1806
11334,608
11335,2866
11336,833
11337,6214
11338,855
11339,7445
11340,3979
11341,15225
11342,5704
11343,16709
11344,422
11345,3105
11346,849
11347,1844
11348,5026
11349,789
11350,1115
11351,610
11352,4101
11353,5500
11354,1878
11355,434
11356,419
11357,9293
11358,6607
11359,1867
11360,625
11361,16956
11362,5602
11363,1061
11364,9225
11365,7014
11366,743
11367,935
11368,853
11369,11869
11370,4989
11371,628
11372,5292
11373,4248
11374,858
11375,828
11376,15097
11377,11820
11378,4838
11379,471
11380,1313
11381,11477
11382,354
11383,17294
11384,1008
11385,518
11386,2241
11387,911
11388,945
11389,889
11390,562
11391,828
11392,1232
11393,612
11394,487
11395,2817
11396,721
11397,702
11398,9526
11399,503
11400,866
11401,3604
11402,4937
11403,798
11404,827
11405,803
11406,1402
11407,2613
11408,1107
11409,5020
11410,758
11411,1104
11412,872
11413,1111
11414,524
11415,3546
11416,9569
11417,2203
11418,12545
11419,720
11420,1619
11421,3177
11422,2629
11423,6129
11424,10053
11425,911
11426,3927
11427,9254
11428,1334
11429,1150
11430,695
11431,2574
11432,3365
11433,1776
11434,3540
11435,5181
11436,5058
11437,4769
11438,3009
11439,14711
11440,2826
11441,2544
11442,6626
11443,5925
11444,497
11445,878
11446,5627
11447,2187
11448,12336
11449,15330
11450,2890
11451,4270
11452,1415
11453,1814
11454,1075
11455,16616
11456,12648
11457,2319
11458,863
11459,5028
11460,12048
11461,4011
11462,1748
11463,9972
11464,6389
11465,10046
11466,972
11467,5866
11468,16422
11469,726
11470,14299
11471,1702
11472,9279
11473,523
11474,1422
11475,449
11476,3713
11477,911
11478,772
11479,1341
11480,2171
11481,984
11482,2318
11483,4480
11484,1076
11485,1024
11486,1031
11487,5167
11488,984
11489,3396
11490,3528
11491,2167
11492,4157
11493,796
11494,4601
11495,789
11496,7220
11497,1246
11498,826
11499,1197
11500,767
11501,446
11502,2507
11503,3732
11504,1849
11505,2494
11506,1407
11507,1966
11508,6071
11509,6368
11510,14495
11511,15478
11512,8079
11513,1097
11514,6360
11515,2780
11516,8227
11517,1875
11518,592
11519,1007
11520,2700
11521,742
11522,439
11523,2355
11524,4093
11525,1157
11526,6659
11527,439
11528,436
11529,5214
11530,4350
11531,1609
11532,16062
11533,685
11534,449
11535,5165
11536,1754
11537,505
11538,605
11539,1225
11540,8313
11541,7840
11542,12980
11543,8794
11544,4054
11545,8779
11546,1103
11547,2651
11548,764
11549,5127
11550,1080
11551,2671
11552,17029
11553,604
11554,1155
11555,1902
11556,10514
11557,2041
11558,1785
11559,4368
11560,1170
11561,7666
11562,4801
11563,2450
11564,2928
11565,2616
11566,2264
11567,7728
11568,4234
11569,15365
11570,5976
11571,3287
11572,465
11573,15535
11574,1818
11575,1192
11576,1020
11577,5428
11578,1412
11579,5998
11580,6663
11581,1664
11582,2311
11583,1212
11584,687
11585,2744
11586,4418
11587,668
11588,1864
11589,3786
11590,1809
11591,2601
11592,2857
11593,4088
11594,4430
11595,9236
11596,9017
11597,771
11598,505
11599,14616
11600,2458
11601,6543
11602,698
11603,1265
11604,2056
11605,10562
11606,4515
11607,4972
11608,6176
11609,1706
11610,4755
11611,964
11612,3003
11613,4123
11614,847
11615,3555
11616,579
11617,1966
11618,1395
11619,722
11620,18806
11621,5628
11622,1921
11623,526
11624,1873
11625,6468
11626,3710
11627,18113
11628,1046
11629,3991
11630,12591
11631,539
11632,4365
11633,868
11634,694
11635,7955
11636,4556
11637,1821
11638,1400
11639,966
11640,746
11641,1596
11642,1781
11643,758
11644,3564
11645,6352
11646,1449
11647,930
11648,5058
11649,2847
11650,2133
11651,3634
11652,807
11653,2396
11654,945
11655,1624
11656,5484
11657,1209
11658,2602
11659,628
11660,4138
11661,4210
11662,707
11663,984
11664,756
11665,10589
11666,746
11667,2307
11668,4524
11669,1063
11670,1998
11671,891
11672,5102
11673,612
11674,5532
11675,765
11676,11651
11677,725
11678,2034
11679,5155
11680,956
11681,1819
11682,2770
11683,8910
11684,7603
11685,914
11686,1316
11687,847
11688,794
11689,1378
11690,4538
11691,1010
11692,1103
11693,842
11694,997
11695,11475
11696,1891
11697,3049
11698,12468
11699,8060
11700,1098
11701,1817
11702,1299
11703,4751
11704,2239
11705,1749
11706,10736
11707,2210
11708,1261
11709,4508
11710,5892
11711,942
11712,558
11713,8076
11714,8299
11715,15948
11716,739
11717,5234
11718,3827
11719,3669
11720,848
11721,8576
11722,505
11723,1089
11724,7077
11725,17051
11726,3226
11727,775
11728,3229
11729,5206
11730,524
11731,8164
11732,1123
11733,12315
11734,1148
11735,13225
11736,7403
11737,11946
11738,15825
11739,708
11740,3669
11741,931
11742,561
11743,3078
11744,5700
11745,471
11746,827
11747,6921
11748,2374
11749,3749
11750,765
11751,2896
11752,5761
11753,11557
11754,944
11755,7501
11756,4432
11757,1436
11758,675
11759,3557
11760,11051
11761,4791
11762,4641
11763,894
11764,2366
11765,3307
11766,8959
11767,589
11768,15851
11769,3738
11770,698
11771,1840
11772,7577
11773,5242
11774,2390
11775,11365
11776,827
11777,507
11778,10311
11779,6640
11780,662
11781,2699
11782,1194
11783,1561
11784,2318
11785,615
11786,746
11787,10710
11788,15011
11789,1227
11790,4269
11791,3648
11792,1902
11793,1046
11794,1691
11795,9460
11796,734
11797,3489
11798,8627
11799,895
11800,542
11801,3404
11802,891
11803,2163
11804,1182
11805,956
11806,1401
11807,2981
11808,5087
11809,10398
11810,1962
11811,1066
11812,933
11813,765
11814,10028
11815,2422
11816,2719
11817,1240
11818,2177
11819,1436
11820,16564
11821,12401
11822,758
11823,921
11824,5151
11825,2398
11826,6648
11827,16309
11828,612
11829,716
11830,5072
11831,1259
11832,8870
11833,3768
11834,694
11835,12745
11836,787
11837,2753
11838,9967
11839,3427
11840,5243
11841,3431
11842,1181
11843,4600
11844,2362
11845,4338
11846,526
11847,806
11848,1050
11849,4416
11850,574
11851,2347
11852,10655
11853,608
11854,14386
11855,2658
11856,12616
11857,1255
11858,644
11859,3481
11860,5780
11861,1393
11862,3537
11863,1637
11864,3344
11865,4989
11866,529
11867,3091
11868,3797
11869,10372
11870,936
11871,2231
11872,8219
11873,5194
11874,1887
11875,2761
11876,3704
11877,5744
11878,4324
11879,709
11880,1908
11881,517
11882,1550
11883,1197
11884,6541
11885,5445
11886,2083
11887,4166
11888,2968
11889,2782
11890,2559
11891,775
11892,4664
11893,1895
11894,732
11895,2176
11896,4461
11897,789
11898,628
11899,2234
11900,15804
11901,2168
11902,7594
11903,3936
11904,3192
11905,2365
11906,1886
11907,2677
11908,1349
11909,7847
11910,5078
11911,544
11912,1915
11913,2163
11914,1574
11915,1161
11916,4255
11917,462
11918,921
11919,1053
11920,2087
11921,4130
11922,852
11923,4131
11924,3290
11925,13107
11926,3656
11927,683
11928,9793
11929,702
11930,1138
11931,2768
11932,3795
11933,9694
11934,507
11935,752
11936,17204
11937,5357
11938,489
11939,997
11940,1120
11941,430
11942,1026
11943,3967
11944,921
11945,3018
11946,3831
11947,5152
11948,2502
11949,2575
11950,1007
11951,7493
11952,1266
11953,18062
11954,4088
11955,13034
11956,9138
11957,2948
11958,10515
11959,687
11960,436
11961,482
11962,413
11963,5645
11964,1153
11965,7665
11966,2319
11967,1760
11968,8264
11969,12512
11970,12626
11971,622
11972,2070
11973,11611
11974,464
11975,766
11976,2216
11977,1070
11978,3259
11979,1359
11980,2079
11981,4078
11982,929
11983,583
11984,6511
11985,9475
11986,1114
11987,5000
11988,3635
11989,683
11990,583
11991,2124
11992,401
11993,2488
11994,5927
11995,9352
11996,648
11997,15649
11998,4324
11999,1213
12000,11007
12001,6159
12002,6098
12003,1912
12004,1100
12005,2161
12006,4919
12007,4890
12008,14603
12009,1716
12010,15889
12011,1842
12012,1140
12013,761
12014,3674
12015,1790
12016,1769
12017,720
12018,10957
12019,5421
12020,606
12021,2697
12022,1046
12023,8446
12024,2479
12025,9664
12026,4578
12027,2558
12028,2383
12029,3359
12030,686
12031,1017
12032,15110
12033,17891
12034,13513
12035,9698
12036,477
12037,2708
12038,2926
12039,709
12040,2398
12041,1192
12042,13026
12043,614
12044,6396
12045,2453
12046,726
12047,967
12048,12261
12049,720
12050,1323
12051,2048
12052,1010
12053,4276
12054,5599
12055,2504
12056,526
12057,3655
12058,1133
12059,1859
12060,4268
12061,1402
12062,7336
12063,5860
12064,4805
12065,13253
12066,12423
12067,6325
12068,730
12069,573
12070,1084
12071,2345
12072,7350
12073,3120
12074,2863
12075,6902
12076,1763
12077,698
12078,13420
12079,5327
12080,833
12081,6397
12082,557
12083,4530
12084,907
12085,6867
12086,3189
12087,552
12088,3103
12089,16462
12090,3629
12091,9370
12092,942
12093,706
12094,2525
12095,2134
12096,1563
12097,12386
12098,1872
12099,13768
12100,2141
12101,2290
12102,8213
12103,597
12104,4478
12105,1002
12106,1875
12107,658
12108,2569
12109,540
12110,4805
12111,1631
12112,1963
12113,824
12114,2965
12115,5171
12116,4442
12117,422
12118,1664
12119,651
12120,4050
12121,9471
12122,1924
12123,926
12124,735
12125,15529
12126,665
12127,1949
12128,1200
12129,7310
12130,1605
12131,1588
12132,942
12133,1090
12134,394
12135,17118
12136,919
12137,17153
12138,1789
12139,594
12140,738
12141,7832
12142,7415
12143,730
12144,675
12145,6256
12146,2607
12147,3415
12148,2920
12149,3368
12150,987
12151,13373
12152,1013
12153,3237
12154,3017
12155,5242
12156,6708
12157,2281
12158,2942
12159,4864
12160,560
12161,505
12162,6271
12163,1832
12164,2081
12165,506
12166,752
12167,1323
12168,15454
12169,828
12170,2554
12171,467
12172,2083
12173,627
12174,11843
12175,1738
12176,5779
12177,10096
12178,2211
12179,2505
12180,1417
12181,1429
12182,1758
12183,1963
12184,2905
12185,5644
12186,683
12187,3992
12188,1633
12189,492
12190,4276
12191,1698
12192,5868
12193,1743
12194,526
12195,1377
12196,9203
12197,646
12198,2858
12199,4057
12200,9229
12201,680
12202,842
12203,1690
12204,7614
12205,397
12206,709
12207,1705
12208,561
12209,6532
12210,10076
12211,789
12212,11830
12213,5504
12214,1007
12215,921
12216,13693
12217,7858
12218,7340
12219,864
12220,4513
12221,687
12222,11455
12223,2243
12224,10454
12225,1163
12226,3888
12227,6350
12228,2617
12229,504
12230,1910
12231,5342
12232,1698
12233,1725
12234,3790
12235,4286
12236,4956
12237,6818
12238,11460
12239,3377
12240,802
12241,629
12242,550
12243,3016
12244,6435
12245,8580
12246,1229
12247,4704
12248,3333
12249,9596
12250,2720
12251,789
12252,4211
12253,4103
12254,7277
12255,4514
12256,2700
12257,760
12258,1133
12259,2343
12260,7877
12261,16280
12262,828
12263,2666
12264,13691
12265,5373
12266,16960
12267,1415
12268,608
12269,927
12270,8548
12271,911
12272,5411
12273,13703
12274,4702
12275,1427
12276,2777
12277,4200
12278,1869
12279,677
12280,4672
12281,663
12282,1609
12283,626
12284,5189
12285,14844
12286,15370
12287,605
12288,1724
12289,11119
12290,2990
12291,863
12292,5266
12293,9009
12294,1551
12295,2039
12296,2297
12297,3584
12298,3195
12299,5818
12300,2882
12301,3640
12302,919
12303,1004
12304,1656
12305,2268
12306,2131
12307,8688
12308,5876
12309,1013
12310,552
12311,492
12312,11161
12313,4872
12314,956
12315,1000
12316,642
12317,7188
12318,2717
12319,729
12320,3048
12321,1813
12322,12932
12323,6798
12324,5287
12325,1666
12326,492
12327,8088
12328,2173
12329,4580
12330,10222
12331,8602
12332,936
12333,710
12334,829
12335,5078
12336,7948
12337,18376
12338,3388
12339,899
12340,9167
12341,2942
12342,2724
12343,802
12344,4756
12345,1342
12346,2098
12347,1358
12348,2463
12349,593
12350,621
12351,3182
12352,5330
12353,3660
