,length,width,depth,table,carat_log,cut_num,color_num,clarity_num
8749,6.63,6.72,3.94,3.9647999999999994,0.06765864847381486,2,6,7
8750,5.48,5.53,3.29,3.4286000000000003,-0.4942963218147801,1,6,1
8751,7.54,7.47,4.69,4.556699999999999,0.5306282510621704,3,3,2
8752,4.5,4.47,2.77,2.5032,-1.0788096613719298,4,1,6
8753,7.35,7.32,4.52,4.2456,0.4252677354043441,3,5,3
8754,7.47,7.36,4.53,4.2688,0.43178241642553783,3,4,1
8755,8.25,8.23,5.19,4.5265,0.7608058290337602,4,2,1
8756,5.15,5.18,3.08,3.1079999999999997,-0.6931471805599453,3,3,5
8757,6.95,6.9,4.34,4.002,0.23111172096338664,3,0,1
8758,4.52,4.49,2.66,2.7838000000000003,-1.1086626245216111,3,2,4
8759,5.25,5.21,3.21,2.8655000000000004,-0.6348782724359695,4,6,3
8760,8.4,8.32,5.1,4.7424,0.7701082216960737,4,4,0
8761,5.68,5.62,3.32,3.3158,-0.4620354595965587,3,5,2
8762,6.53,6.57,4.02,3.6135000000000006,0.04879016416943205,4,2,3
8763,4.72,4.76,2.85,2.7607999999999997,-0.916290731874155,2,5,4
8764,7.13,7.1,4.35,4.3309999999999995,0.30010459245033816,3,0,2
8765,7.46,7.39,4.5,4.286199999999999,0.41871033485818504,3,2,4
8766,6.0,5.94,3.72,3.4452,-0.21072103131565253,3,6,4
8767,5.1,5.04,3.14,2.9232,-0.6931471805599453,3,6,3
8768,8.12,8.09,5.08,4.6922,0.7227059828014898,3,3,1
8769,6.34,6.44,4.0,3.7352,0.009950330853168092,2,2,2
8770,6.74,6.68,4.27,3.8075999999999994,0.1823215567939546,1,5,3
8771,7.46,7.54,4.44,4.4486,0.44468582126144574,1,2,1
8772,4.42,4.4,2.78,2.552,-1.1086626245216111,3,2,2
8773,7.3,7.27,4.4,4.2893,0.412109650826833,3,2,1
8774,5.2,5.16,3.2,3.096,-0.616186139423817,3,2,1
8775,6.77,6.81,4.08,4.017899999999999,0.12221763272424911,4,5,5
8776,7.57,7.61,4.62,4.3377,0.494696241836107,2,3,1
8777,5.82,5.86,3.66,3.3402,-0.2744368457017603,4,2,3
8778,5.14,5.16,3.16,2.8896,-0.6733445532637656,4,5,4
8779,6.38,6.32,4.0,3.7288,0.009950330853168092,3,3,1
8780,6.62,6.57,4.03,3.7449,0.058268908123975824,4,4,5
8781,4.31,4.28,2.65,2.5252,-1.2039728043259361,3,6,2
8782,5.33,5.28,3.25,2.9568000000000003,-0.5978370007556204,4,4,4
8783,5.21,5.19,3.04,3.1140000000000003,-0.6931471805599453,3,6,1
8784,7.0,6.97,4.32,3.9728999999999997,0.2468600779315258,4,2,1
8785,5.1,5.12,3.19,2.7494400000000003,-0.6733445532637656,4,5,6
8786,6.58,6.57,3.99,3.6792000000000007,0.02955880224154443,4,0,1
8787,6.3,6.29,3.81,3.5852999999999997,-0.08338160893905101,4,2,1
8788,4.38,4.45,2.76,2.4920000000000004,-1.1394342831883648,4,6,3
8789,6.52,6.47,3.95,3.6878999999999995,0.009950330853168092,3,4,3
8790,4.76,4.74,2.95,2.7966,-0.8915981192837836,3,6,2
8791,5.41,5.44,3.23,3.3728000000000002,-0.5447271754416722,2,0,3
8792,5.13,5.1,3.12,2.9579999999999997,-0.6733445532637656,3,5,2
8793,6.64,6.72,4.18,3.696,0.131028262406404,4,3,5
8794,6.29,6.33,3.9,3.5448000000000004,-0.06187540371808753,2,5,2
8795,6.97,7.0,4.29,3.9899999999999998,0.23901690047049992,4,0,2
8796,7.05,7.1,4.45,3.763,0.3074846997479607,2,4,2
8797,7.31,7.28,4.23,4.8048,0.27763173659827955,0,4,6
8798,6.39,6.36,3.94,3.6888,0.009950330853168092,3,3,1
8799,8.1,8.16,5.0,4.5696,0.6981347220709843,4,1,1
8800,4.22,4.24,2.6,2.3744000000000005,-1.2729656758128873,4,3,5
8801,6.71,6.76,4.22,3.8531999999999997,0.1823215567939546,4,4,3
8802,6.61,6.68,4.01,3.8075999999999994,0.058268908123975824,4,3,5
8803,6.76,6.85,4.33,4.041499999999999,0.20701416938432612,1,1,4
8804,4.78,4.74,2.97,2.5596,-0.8915981192837836,4,6,3
8805,8.35,8.39,5.1,4.6145000000000005,0.7654678421395714,4,0,4
8806,6.33,6.24,3.99,3.8064,0.0,2,5,2
8807,4.3,4.28,2.68,2.3968000000000003,-1.2039728043259361,4,5,3
8808,4.5,4.53,2.78,2.6274,-1.0498221244986778,4,4,5
8809,6.3,6.33,3.9,3.7346999999999997,-0.01005033585350145,2,5,1
8810,4.59,4.63,2.82,2.778,-0.9942522733438669,2,4,3
8811,6.44,6.5,3.92,3.7699999999999996,0.009950330853168092,4,3,3
8812,6.6,6.67,4.2,3.6685000000000003,0.131028262406404,2,0,2
8813,4.71,4.76,2.91,2.8084,-0.916290731874155,2,4,4
8814,4.38,4.41,2.76,2.3814,-1.1394342831883648,2,3,4
8815,5.8,5.77,3.63,3.1158,-0.3011050927839216,4,5,3
8816,6.12,6.15,3.82,3.2595000000000005,-0.12783337150988489,4,4,2
8817,5.32,5.36,3.3,2.9480000000000004,-0.579818495252942,4,6,2
8818,4.72,4.75,2.76,2.945,-0.9942522733438669,2,3,4
8819,7.46,7.38,4.5,4.2066,0.412109650826833,3,0,2
8820,6.59,6.52,3.93,3.7815999999999996,0.03922071315328133,3,2,2
8821,8.34,8.27,4.9,4.8793,0.7030975114131134,3,1,3
8822,3.99,4.07,2.48,2.3199,-1.4271163556401458,2,5,4
8823,5.75,5.78,3.54,3.2368000000000006,-0.342490308946776,4,0,2
8824,6.16,6.18,3.9,3.5843999999999996,-0.08338160893905101,1,5,2
8825,4.48,4.54,2.82,2.5877999999999997,-1.0498221244986778,4,2,5
8826,4.47,4.45,2.77,2.4475000000000002,-1.1086626245216111,4,4,3
8827,6.24,6.27,3.88,3.6365999999999996,-0.06187540371808753,3,5,2
8828,4.38,4.34,2.72,2.387,-1.1394342831883648,4,1,6
8829,4.28,4.24,2.65,2.544,-1.2039728043259361,3,2,2
8830,7.03,7.15,4.22,4.0755,0.23111172096338664,2,5,3
8831,6.69,6.61,4.12,3.7677,0.10436001532424286,4,3,2
8832,5.85,5.87,3.62,3.2285000000000004,-0.2876820724517809,4,5,4
8833,4.45,4.49,2.79,2.5144,-1.0788096613719298,4,5,3
8834,5.17,5.14,3.16,2.9811999999999994,-0.6733445532637656,3,5,4
8835,4.77,4.73,2.81,2.838,-0.9675840262617056,3,5,3
8836,7.5,7.37,4.53,4.422,0.4252677354043441,3,4,1
8837,4.35,4.32,2.75,2.3760000000000003,-1.1394342831883648,2,3,1
8838,6.7,6.73,4.03,4.038,0.09531017980432493,3,5,1
8839,6.67,6.69,4.01,3.7464000000000004,0.06765864847381486,2,3,3
8840,6.75,6.7,3.99,4.154,0.09531017980432493,3,1,1
8841,6.61,6.56,4.18,3.8703999999999996,0.1823215567939546,2,6,1
8842,6.68,6.63,4.0,4.2432,0.12221763272424911,1,6,1
8843,5.1,5.14,3.1,2.9297999999999997,-0.6931471805599453,1,6,2
8844,6.92,6.86,4.2,4.0474,0.19885085874516517,3,2,2
8845,7.33,7.29,4.58,4.1552999999999995,0.412109650826833,3,3,1
8846,4.79,4.76,2.96,2.5704000000000002,-0.8915981192837836,4,5,4
8847,7.29,7.25,4.63,4.132499999999999,0.4054651081081644,1,3,3
8848,5.48,5.56,3.28,3.2136799999999996,-0.5108256237659907,2,4,3
8849,6.98,6.95,4.17,4.17,0.1823215567939546,2,0,3
8850,6.32,6.27,3.98,3.8873999999999995,0.0,2,0,1
8851,4.4,4.37,2.7,2.4472000000000005,-1.171182981502945,4,5,3
8852,6.06,6.03,3.84,3.4371,-0.10536051565782628,2,1,4
8853,4.0,4.02,2.49,2.3315999999999995,-1.4271163556401458,2,5,3
8854,7.31,7.24,4.57,4.0544,0.412109650826833,4,5,3
8855,6.29,6.25,3.97,3.4375000000000004,0.0,2,5,1
8856,7.63,7.52,4.77,4.512,0.5481214085096876,3,4,1
8857,6.53,6.48,4.15,3.6288000000000005,0.09531017980432493,1,4,1
8858,5.76,5.71,3.56,3.6544,-0.3011050927839216,1,5,2
8859,6.5,6.56,4.05,3.7391999999999994,0.06765864847381486,4,1,4
8860,6.7,6.62,4.2,3.7072000000000003,0.13976194237515863,2,2,3
8861,5.19,5.24,3.23,2.8820000000000006,-0.6348782724359695,4,6,1
8862,7.22,7.28,4.56,4.0040000000000004,0.412109650826833,1,4,1
8863,6.76,6.71,4.14,4.026,0.14842000511827322,4,1,2
8864,4.74,4.78,2.86,2.7723999999999998,-0.941608539858445,4,4,2
8865,6.11,6.14,3.86,3.5611999999999995,-0.10536051565782628,2,6,2
8866,4.24,4.3,2.63,2.666,-1.2039728043259361,2,2,2
8867,5.41,5.42,3.36,3.0893999999999995,-0.5108256237659907,4,5,3
8868,5.68,5.63,3.55,3.2091,-0.342490308946776,4,3,1
8869,4.76,4.71,2.94,2.7318,-0.916290731874155,3,4,3
8870,6.63,6.71,4.18,3.9589,0.1906203596086497,1,1,2
8871,4.01,4.06,2.45,2.4359999999999995,-1.4271163556401458,2,5,6
8872,8.14,8.23,4.98,4.7734,0.712949807856125,2,2,1
8873,7.49,7.43,4.66,4.235099999999999,0.4762341789963717,4,1,3
8874,5.52,5.49,3.19,3.0744000000000002,-0.5447271754416722,0,5,4
8875,5.73,5.75,3.54,3.1625,-0.342490308946776,4,2,4
8876,6.43,6.49,3.88,4.04976,0.02955880224154443,1,0,4
8877,5.14,5.15,3.14,2.8840000000000003,-0.6931471805599453,4,4,4
8878,5.46,5.55,3.39,3.108,-0.4780358009429998,4,3,2
8879,5.77,5.83,3.56,3.4396999999999998,-0.31471074483970024,4,2,7
8880,7.25,7.31,4.58,4.2398,0.4054651081081644,2,0,5
8881,8.13,8.03,4.97,4.2559,0.6981347220709843,3,2,2
8882,7.54,7.57,4.72,4.3149,0.4885800148186709,2,3,1
8883,4.46,4.53,2.72,2.4915000000000003,-1.1394342831883648,4,4,2
8884,5.08,5.03,3.21,2.7162,-0.6931471805599453,2,5,3
8885,5.67,5.7,3.56,3.1350000000000002,-0.35667494393873245,4,4,2
8886,5.44,5.49,3.37,3.0195000000000003,-0.4942963218147801,4,3,7
8887,7.36,7.3,4.48,4.161,0.412109650826833,4,0,3
8888,4.36,4.4,2.71,2.552,-1.1394342831883648,3,1,4
8889,7.93,8.0,5.04,4.72,0.7030975114131134,2,1,1
8890,6.83,6.79,4.29,3.8024000000000004,0.20701416938432612,4,2,2
8891,4.42,4.45,2.73,2.4475000000000002,-1.1394342831883648,4,3,7
8892,4.46,4.39,2.72,2.5462,-1.1086626245216111,3,2,4
8893,6.6,6.63,4.08,3.6465,0.0769610411361284,4,5,6
8894,3.92,3.94,2.43,2.2851999999999997,-1.4696759700589417,2,5,5
8895,6.36,6.43,4.01,3.6008,0.009950330853168092,2,1,2
8896,6.45,6.49,4.03,3.6344000000000003,0.03922071315328133,4,3,4
8897,5.93,5.99,3.81,3.3544000000000005,-0.18632957819149348,1,2,1
8898,4.8,4.83,2.99,2.7048,-0.8675005677047231,4,3,7
8899,5.37,5.34,3.3,2.9370000000000003,-0.5621189181535413,4,2,3
8900,6.54,6.57,4.04,3.6135000000000006,0.058268908123975824,4,1,2
8901,5.05,5.08,3.13,3.2004,-0.6931471805599453,2,2,3
8902,4.88,4.87,3.0,2.7759,-0.8209805520698302,4,3,2
8903,6.62,6.54,4.19,3.7931999999999997,0.131028262406404,1,3,1
8904,6.74,6.76,4.14,3.7856,0.13976194237515863,4,1,4
8905,4.34,4.31,2.66,2.4566999999999997,-1.2039728043259361,4,2,5
8906,4.41,4.45,2.76,2.4920000000000004,-1.1086626245216111,4,3,6
8907,7.42,7.38,4.35,4.6494,0.4054651081081644,2,2,2
8908,6.37,6.33,4.04,3.6081,0.009950330853168092,1,3,2
8909,4.35,4.37,2.55,2.5345999999999997,-1.2378743560016174,2,5,5
8910,5.62,5.55,3.59,3.1634999999999995,-0.342490308946776,1,4,2
8911,8.12,8.17,5.11,4.4118,0.7275486072772777,4,0,5
8912,5.43,5.45,3.39,3.0520000000000005,-0.4942963218147801,4,3,7
8913,4.01,3.96,2.44,2.2967999999999997,-1.4271163556401458,3,2,6
8914,4.45,4.4,2.65,2.64,-1.171182981502945,3,2,4
8915,4.7,4.68,2.94,2.6675999999999997,-0.916290731874155,4,2,7
8916,4.66,4.69,2.94,2.7671,-0.916290731874155,2,5,1
8917,6.7,6.63,4.22,3.8453999999999997,0.11332868530700327,2,3,1
8918,5.16,5.19,3.27,2.9583,-0.616186139423817,1,6,1
8919,5.14,5.27,3.13,3.0038999999999993,-0.6931471805599453,4,5,2
8920,6.73,6.7,4.14,3.8859999999999997,0.13976194237515863,3,3,4
8921,5.57,5.61,3.5,3.366,-0.35667494393873245,1,6,2
8922,6.47,6.41,3.94,3.846,0.009950330853168092,3,6,2
8923,7.47,7.43,4.58,4.309399999999999,0.44468582126144574,3,5,3
8924,4.46,4.48,2.76,2.4640000000000004,-1.1086626245216111,4,6,3
8925,6.24,6.29,4.04,3.5224,0.009950330853168092,1,5,2
8926,6.45,6.4,3.89,3.776,0.0,3,5,2
8927,6.19,6.17,3.85,3.5168999999999997,-0.10536051565782628,4,4,1
8928,4.65,4.61,2.93,2.6277,-0.941608539858445,2,3,3
8929,4.67,4.7,2.98,2.679,-0.916290731874155,1,6,2
8930,6.04,6.15,3.95,3.3825000000000003,-0.10536051565782628,1,1,5
8931,5.51,5.48,3.21,3.2332,-0.5447271754416722,3,2,2
8932,4.4,4.37,2.72,2.4909,-1.1394342831883648,4,3,3
8933,4.41,4.45,2.78,2.4475000000000002,-1.1086626245216111,4,4,4
8934,4.34,4.37,2.69,2.4472000000000005,-1.171182981502945,4,6,2
8935,7.04,6.99,4.4,3.9144000000000005,0.28517894223366247,4,2,2
8936,5.23,5.27,3.16,2.9512,-0.6539264674066639,4,1,7
8937,5.05,5.09,3.18,3.0031,-0.6733445532637656,3,6,3
8938,4.34,4.38,2.69,2.3652,-1.171182981502945,4,3,5
8939,7.0,7.03,4.36,4.007099999999999,0.2700271372130602,4,1,4
8940,6.84,6.88,4.16,3.7840000000000003,0.16551443847757333,4,4,5
8941,5.78,5.81,3.59,3.1955,-0.31471074483970024,4,6,4
8942,4.46,4.41,2.75,2.646,-1.1086626245216111,3,5,3
8943,6.86,6.93,4.22,3.9500999999999995,0.1906203596086497,4,2,2
8944,5.64,5.61,3.58,3.5343000000000004,-0.342490308946776,1,1,2
8945,6.86,6.89,4.26,3.7895000000000003,0.20701416938432612,4,1,5
8946,4.25,4.27,2.73,2.3485,-1.171182981502945,1,2,4
8947,6.65,6.62,4.08,3.7733999999999996,0.09531017980432493,4,3,4
8948,7.36,7.33,4.5,4.4713,0.4054651081081644,3,4,3
8949,6.55,6.59,3.93,3.8221999999999996,0.01980262729617973,4,2,1
8950,4.4,4.42,2.71,2.3868,-1.1394342831883648,2,3,5
8951,4.85,4.82,3.0,2.7474,-0.843970070294529,4,5,3
8952,4.34,4.39,2.65,2.5022999999999995,-1.2039728043259361,4,3,7
8953,5.06,5.08,3.24,2.8956,-0.6733445532637656,1,3,6
8954,5.41,5.38,3.36,2.959,-0.527632742082372,4,6,1
8955,4.41,4.38,2.72,2.4528000000000003,-1.1394342831883648,4,5,4
8956,7.23,7.27,4.59,4.434699999999999,0.41871033485818504,1,1,3
8957,4.47,4.5,2.77,2.565,-1.0788096613719298,4,5,6
8958,6.94,6.96,4.26,3.8280000000000003,0.2151113796169455,2,2,5
8959,6.14,6.18,3.81,3.8316,-0.10536051565782628,1,5,1
8960,6.34,6.4,4.0,3.776,0.009950330853168092,1,1,3
8961,4.79,4.81,2.93,2.6936,-0.916290731874155,4,1,6
8962,4.73,4.75,2.96,2.5650000000000004,-0.916290731874155,4,3,6
8963,5.22,5.24,3.22,3.0916,-0.616186139423817,4,2,4
8964,5.72,5.77,3.56,3.1735,-0.342490308946776,4,5,3
8965,4.52,4.5,2.77,2.475,-1.0788096613719298,4,6,0
8966,7.44,7.45,4.55,4.2465,0.4252677354043441,2,2,2
8967,4.7,4.75,2.97,2.8024999999999998,-0.8915981192837836,2,3,3
8968,6.85,6.88,4.23,4.128,0.19885085874516517,3,3,4
8969,6.45,6.5,4.01,3.6400000000000006,0.02955880224154443,4,0,2
8970,4.27,4.2,2.69,2.4779999999999998,-1.2039728043259361,2,2,3
8971,5.65,5.69,3.59,3.3002,-0.342490308946776,2,2,1
8972,5.7,5.67,3.6,3.2318999999999996,-0.3285040669720361,2,2,1
8973,4.59,4.54,2.83,2.5424,-1.0216512475319814,4,4,2
8974,4.82,4.83,2.97,2.7048,-0.8675005677047231,4,3,3
8975,4.31,4.28,2.64,2.3540000000000005,-1.2039728043259361,4,5,3
8976,4.54,4.55,2.8,2.5934999999999997,-1.0498221244986778,4,6,2
8977,4.92,4.88,3.24,3.0256,-0.6931471805599453,0,3,5
8978,5.19,5.23,3.13,3.21645,-0.6539264674066639,2,4,3
8979,7.28,7.34,4.55,4.3306,0.412109650826833,4,3,3
8980,4.94,4.89,3.3,2.8362,-0.6931471805599453,0,2,4
8981,6.61,6.56,4.27,3.8047999999999993,0.1823215567939546,0,2,1
8982,5.23,5.2,3.22,2.8600000000000003,-0.616186139423817,4,5,3
8983,6.62,6.54,4.18,3.6624000000000003,0.10436001532424286,2,3,3
8984,4.68,4.73,2.9,2.6015000000000006,-0.9675840262617056,4,1,4
8985,7.32,7.29,4.53,4.374,0.4054651081081644,4,4,2
8986,4.46,4.5,2.73,2.475,-1.1086626245216111,4,6,3
8987,5.24,5.29,3.28,2.9624,-0.5978370007556204,2,3,3
8988,4.98,5.01,3.07,2.8056,-0.7765287894989963,2,4,1
8989,7.46,7.45,4.52,4.2465,0.412109650826833,4,2,3
8990,5.64,5.59,3.5,3.2981,-0.35667494393873245,3,1,1
8991,6.48,6.54,3.99,3.6624000000000003,0.02955880224154443,4,6,2
8992,5.23,5.2,3.2,2.9120000000000004,-0.6348782724359695,4,6,3
8993,4.96,4.9,2.99,2.842,-0.8209805520698302,3,3,3
8994,5.11,5.13,3.11,3.0267,-0.6931471805599453,3,5,3
8995,4.37,4.34,2.71,2.4737999999999998,-1.171182981502945,4,2,4
8996,5.35,5.39,3.34,3.1261999999999994,-0.527632742082372,4,5,3
8997,7.27,7.31,4.52,4.6053,0.4054651081081644,2,6,2
8998,6.44,6.48,3.97,3.6936,0.009950330853168092,4,5,3
8999,5.36,5.47,3.31,3.1178999999999997,-0.5108256237659907,2,3,2
9000,6.36,6.4,4.01,3.5840000000000005,0.01980262729617973,2,3,2
9001,4.79,4.74,2.96,2.607,-0.8915981192837836,4,3,6
9002,7.68,7.6,4.51,4.56,0.4762341789963717,3,6,2
9003,5.18,5.21,2.97,3.126,-0.7550225842780328,2,2,3
9004,4.44,4.46,2.76,2.5867999999999998,-1.1086626245216111,2,1,7
9005,6.87,6.97,4.17,3.9032000000000004,0.1823215567939546,4,1,2
9006,6.3,6.35,3.8,3.556,-0.10536051565782628,4,5,2
9007,7.41,7.48,4.53,4.0392,0.4054651081081644,4,3,3
9008,6.38,6.42,4.06,3.531,0.009950330853168092,2,5,2
9009,4.97,5.05,3.22,2.8785,-0.6931471805599453,1,3,5
9010,6.16,6.24,3.83,3.6191999999999998,-0.09431067947124129,3,3,5
9011,6.06,6.01,3.87,3.7262,-0.09431067947124129,1,6,1
9012,6.81,6.85,4.15,3.9729999999999994,0.16551443847757333,2,3,2
9013,4.41,4.43,2.76,2.4808,-1.1086626245216111,4,5,2
9014,4.98,4.87,3.27,2.8245999999999998,-0.6931471805599453,0,5,2
9015,4.62,4.65,2.93,2.6505,-0.941608539858445,2,3,6
9016,6.77,6.81,4.23,3.7455000000000003,0.1823215567939546,4,3,5
9017,4.7,4.72,2.99,2.6903999999999995,-0.916290731874155,1,5,2
9018,5.65,5.54,3.47,4.0442,-0.35667494393873245,0,2,4
9019,4.07,4.12,2.43,2.3484,-1.4271163556401458,2,4,4
9020,3.97,4.0,2.44,2.4,-1.4696759700589417,2,5,5
9021,6.57,6.54,4.05,3.9894,0.06765864847381486,3,6,2
9022,4.79,4.8,2.99,2.64,-0.8675005677047231,4,5,3
9023,4.68,4.72,2.99,2.596,-0.916290731874155,2,6,3
9024,4.4,4.41,2.71,2.5137,-1.1394342831883648,4,3,3
9025,5.16,5.19,3.11,3.0621,-0.6733445532637656,2,6,3
9026,4.42,4.45,2.71,2.4920000000000004,-1.1394342831883648,4,4,6
9027,4.6,4.54,2.81,2.6332,-1.0216512475319814,3,4,2
9028,6.47,6.52,4.06,3.7815999999999996,0.04879016416943205,2,0,2
9029,5.7,5.59,3.5,3.3539999999999996,-0.35667494393873245,3,5,3
9030,4.82,4.77,3.2,2.6235,-0.7765287894989963,0,1,3
9031,4.06,4.08,2.54,2.3664,-1.3470736479666092,2,4,3
9032,4.35,4.32,2.75,2.3760000000000003,-1.171182981502945,2,5,2
9033,6.07,6.01,3.85,3.7262,-0.10536051565782628,1,3,1
9034,6.29,6.36,3.83,4.134,0.0,1,5,3
9035,5.08,5.13,3.24,2.9240999999999997,-0.6539264674066639,1,6,3
9036,4.76,4.72,2.95,2.596,-0.916290731874155,4,5,4
9037,4.07,4.09,2.52,2.3312999999999997,-1.3862943611198906,4,4,4
9038,6.41,6.34,4.07,3.487,0.0,1,2,1
9039,7.58,7.63,4.77,4.12783,0.5306282510621704,4,2,0
9040,7.34,7.31,4.64,4.385999999999999,0.43178241642553783,2,1,1
9041,6.76,6.69,3.94,4.214700000000001,0.09531017980432493,2,6,1
9042,6.76,6.72,4.13,3.9647999999999994,0.131028262406404,3,2,3
9043,7.64,7.67,4.64,4.5253,0.5306282510621704,2,1,4
9044,5.84,5.86,3.61,3.2816000000000005,-0.2876820724517809,4,5,2
9045,6.77,6.67,4.21,3.9353,0.1906203596086497,3,1,3
9046,4.35,4.38,2.72,2.4090000000000003,-1.171182981502945,4,4,3
9047,4.72,4.76,2.94,2.6656,-0.8915981192837836,4,5,5
9048,6.38,6.31,4.02,3.5336000000000003,0.01980262729617973,2,4,1
9049,4.38,4.42,2.77,2.4752,-1.1394342831883648,2,1,3
9050,6.67,6.61,4.21,3.8338,0.131028262406404,2,3,4
9051,4.38,4.41,2.72,2.3814,-1.171182981502945,4,3,6
9052,5.12,5.08,3.16,2.9972,-0.6733445532637656,3,6,3
9053,6.35,6.42,4.03,3.852,0.03922071315328133,1,4,1
9054,4.63,4.6,2.86,2.6679999999999997,-0.9675840262617056,3,4,2
9055,4.8,4.84,2.95,2.662,-0.8915981192837836,4,5,2
9056,6.45,6.4,3.96,3.7119999999999997,0.009950330853168092,3,3,3
9057,4.53,4.58,2.82,2.5648000000000004,-1.0216512475319814,4,5,2
9058,4.68,4.72,2.92,2.6903999999999995,-0.916290731874155,4,2,6
9059,4.38,4.41,2.71,2.4255000000000004,-1.171182981502945,4,5,3
9060,5.86,5.84,3.72,3.3287999999999998,-0.23572233352106983,1,3,2
9061,4.28,4.32,2.72,2.5056,-1.171182981502945,1,2,6
9062,5.11,5.12,3.19,3.072,-0.6539264674066639,2,3,4
9063,6.21,6.15,3.85,3.567,-0.09431067947124129,3,5,3
9064,4.17,4.21,2.57,2.3155,-1.3093333199837622,4,2,2
9065,5.76,5.81,3.55,3.2536,-0.3285040669720361,4,3,1
9066,7.49,7.52,4.68,4.361599999999999,0.494696241836107,3,3,3
9067,5.1,5.13,3.2,2.9240999999999997,-0.6733445532637656,4,4,5
9068,4.52,4.55,2.79,2.5934999999999997,-1.0498221244986778,4,5,4
9069,4.31,4.34,2.66,2.6039999999999996,-1.171182981502945,2,6,1
9070,4.66,4.72,2.93,2.7847999999999997,-0.916290731874155,3,6,3
9071,6.79,6.75,4.17,4.185,0.19885085874516517,3,3,1
9072,5.58,5.6,3.4,3.304,-0.4155154439616658,3,5,4
9073,5.09,5.13,3.2,2.8728000000000002,-0.6733445532637656,2,3,7
9074,5.32,5.26,3.2,3.0507999999999997,-0.5978370007556204,3,5,3
9075,6.14,6.18,3.91,3.4608000000000003,-0.09431067947124129,1,4,4
9076,5.73,5.7,3.57,3.2489999999999997,-0.342490308946776,4,3,5
9077,4.63,4.61,2.85,2.5816000000000003,-0.9942522733438669,4,4,4
9078,4.37,4.38,2.72,2.4090000000000003,-1.1394342831883648,4,5,3
9079,5.7,5.63,3.59,3.2091,-0.342490308946776,2,4,1
9080,6.17,6.21,3.89,3.6639,-0.09431067947124129,2,6,2
9081,6.47,6.41,3.98,3.7819,0.009950330853168092,2,3,6
9082,6.67,6.61,4.25,4.0321,0.1823215567939546,1,5,2
9083,7.57,7.54,4.39,4.5994,0.412109650826833,3,3,3
9084,6.64,6.75,3.81,3.9149999999999996,0.01980262729617973,0,2,2
9085,6.34,6.31,3.98,3.6597999999999997,0.009950330853168092,3,1,1
9086,6.6,6.55,3.86,4.061,0.0,3,5,4
9087,4.7,4.73,2.96,2.7907,-0.916290731874155,2,5,2
9088,4.73,4.69,2.87,2.6733,-0.9675840262617056,4,4,6
9089,4.16,4.2,2.58,2.3939999999999997,-1.3093333199837622,4,6,6
9090,5.45,5.49,3.42,3.0195000000000003,-0.4780358009429998,4,1,1
9091,4.81,4.8,3.03,2.832,-0.843970070294529,2,6,1
9092,6.26,6.12,4.18,3.4884,0.0,0,3,0
9093,4.36,4.39,2.65,2.5900999999999996,-1.171182981502945,3,5,3
9094,5.16,5.08,3.19,3.048,-0.6931471805599453,3,5,2
9095,6.91,6.95,4.3,3.8225000000000002,0.22314355131420976,4,4,4
9096,4.64,4.67,2.91,2.6152,-0.9675840262617056,4,6,4
9097,4.16,4.21,2.56,2.6102,-1.2729656758128873,1,4,5
9098,5.65,5.68,3.53,3.1808,-0.35667494393873245,4,4,2
9099,4.68,4.63,2.88,2.5928,-0.9675840262617056,3,3,4
9100,6.36,6.32,3.81,3.8552,-0.040821994520255166,3,6,1
9101,3.86,3.89,2.45,2.2561999999999998,-1.4696759700589417,1,4,4
9102,4.92,4.95,2.97,2.7225,-0.843970070294529,2,2,6
9103,6.47,6.55,4.03,3.7989999999999995,0.03922071315328133,2,1,3
9104,5.67,5.74,3.47,3.2718,-0.35667494393873245,4,3,3
9105,6.61,6.57,3.84,3.8763,0.01980262729617973,3,2,1
9106,6.78,6.68,4.09,4.2752,0.131028262406404,1,5,2
9107,4.33,4.37,2.67,2.4472000000000005,-1.2039728043259361,4,5,5
9108,4.02,4.05,2.48,2.3084999999999996,-1.4271163556401458,2,4,2
9109,4.12,4.13,2.51,2.5193,-1.3470736479666092,2,5,5
9110,4.96,4.99,3.1,2.6447000000000003,-0.7765287894989963,4,2,4
9111,6.19,6.11,3.9,3.6049,-0.10536051565782628,2,5,3
9112,4.24,4.3,2.65,2.5799999999999996,-1.2039728043259361,2,3,4
9113,4.72,4.74,2.85,2.6544000000000003,-0.9675840262617056,4,6,6
9114,4.43,4.4,2.68,2.552,-1.1394342831883648,3,4,6
9115,5.68,5.71,3.58,3.1405000000000003,-0.342490308946776,2,4,4
9116,4.4,4.38,2.73,2.4090000000000003,-1.1394342831883648,4,4,7
9117,5.82,5.9,3.6,3.2450000000000006,-0.2744368457017603,4,2,2
9118,4.45,4.48,2.73,2.5088000000000004,-1.1086626245216111,4,5,3
9119,5.72,5.75,3.52,3.2775,-0.35667494393873245,2,1,2
9120,4.32,4.36,2.63,2.5288,-1.2039728043259361,3,6,3
9121,5.18,5.14,3.19,2.827,-0.6733445532637656,4,6,2
9122,4.79,4.83,2.87,2.8497,-0.916290731874155,3,0,4
9123,4.32,4.35,2.67,2.4794999999999994,-1.171182981502945,4,5,4
9124,4.39,4.46,2.75,2.5867999999999998,-1.1086626245216111,2,6,6
9125,7.08,6.98,4.14,4.0484,0.2151113796169455,3,3,2
